campaign_id,campaign_name,channel,spend_date,amount_ngn,clicks,conversions
CMP-FB-01,FB_Brand_Awareness_NG,Facebook Ads,2026-09-08,18886.09,372,25
CMP-GG-02,Google_Shopping_HighMargin,Google Ads,2026-09-08,37622.19,606,52
CMP-IG-01,IG_Influencer_Fashion_Promo,Instagram,2026-09-08,32200.2,472,27
CMP-X-01,Twitter_Tech_Community_Ad,X (Twitter),2026-09-08,13030.88,192,12
CMP-FB-01,FB_Brand_Awareness_NG,Facebook Ads,2026-09-09,23264.45,444,29
CMP-FB-02,FB_Retargeting_CartAbandoners,Facebook Ads,2026-09-09,13994.01,241,34
CMP-IG-01,IG_Influencer_Fashion_Promo,Instagram,2026-09-09,38475.58,629,39
CMP-X-01,Twitter_Tech_Community_Ad,X (Twitter),2026-09-09,15975.92,286,17
CMP-FB-01,FB_Brand_Awareness_NG,Facebook Ads,2026-09-10,30672.14,584,41
CMP-FB-02,FB_Retargeting_CartAbandoners,Facebook Ads,2026-09-10,18102.76,277,28
CMP-GG-02,Google_Shopping_HighMargin,Google Ads,2026-09-10,31295.58,563,60
CMP-X-01,Twitter_Tech_Community_Ad,X (Twitter),2026-09-10,12210.5,189,15
